symbol,date,open,high,low,close,adj close,volume
ASML,2000-01-03,43.875,43.875,41.90625,43.640625,27.040424,1121600
ASML,2000-01-04,41.953125,42.5625,40.59375,40.734375,25.239666,968800
ASML,2000-01-05,39.28125,39.703125,37.757813,39.609375,24.542597,1458133
ASML,2000-01-06,36.75,37.59375,35.226563,37.171875,23.032274,3517867
ASML,2000-01-07,36.867188,38.0625,36.65625,38.015625,23.555077,1631200
ASML,2000-01-10,40.125,41.671875,40.125,41.625,25.791506,1341867
ASML,2000-01-11,40.59375,42.1875,39.796875,40.265625,24.949213,1095467
ASML,2000-01-12,40.875,41.296875,40.171875,41.015625,25.413929,778933
ASML,2000-01-13,41.625,42.9375,40.78125,42.820313,26.532146,1834933
ASML,2000-01-14,45.046875,48.375,45.0,46.921875,29.07354,5256533
ASML,2000-01-18,46.03125,48.09375,45.84375,47.554688,29.465641,1827200
ASML,2000-01-19,46.359375,48.65625,45.890625,48.375,29.973917,1980000
ASML,2000-01-20,52.921875,53.71875,50.8125,53.0625,32.878372,3442667
ASML,2000-01-21,53.789063,54.0,51.9375,52.125,32.297474,3165867
ASML,2000-01-24,52.21875,52.59375,48.703125,48.9375,30.322454,1841067
ASML,2000-01-25,49.3125,49.96875,47.625,49.96875,30.961428,1716800
ASML,2000-01-26,48.0,48.117188,45.609375,46.078125,28.550735,1933333
ASML,2000-01-27,45.46875,47.15625,45.1875,45.84375,28.405518,2287200
ASML,2000-01-28,45.9375,46.6875,43.96875,44.015625,27.272776,1646667
ASML,2000-01-31,43.757813,46.125,43.453125,46.101563,28.565258,1972000
ASML,2000-02-01,46.59375,48.046875,46.546875,48.046875,29.770603,1119200
ASML,2000-02-02,49.476563,50.671875,48.9375,49.875,30.903343,1040000
ASML,2000-02-03,51.09375,53.109375,50.625,52.5,32.529839,1121867
ASML,2000-02-04,51.9375,52.171875,51.1875,51.375,31.83276,992267
ASML,2000-02-07,50.71875,51.28125,49.40625,51.28125,31.774673,1215200
ASML,2000-02-08,54.1875,54.914063,53.601563,54.75,33.923965,874667
ASML,2000-02-09,54.796875,54.796875,53.414063,53.414063,33.096203,837600
ASML,2000-02-10,54.257813,54.257813,53.179688,54.0,33.459263,802667
ASML,2000-02-11,53.25,53.53125,50.34375,50.34375,31.193779,1003467
ASML,2000-02-14,50.625,51.28125,49.6875,50.15625,31.0776,733333
ASML,2000-02-15,49.96875,49.96875,47.71875,49.757813,30.830729,1825333
ASML,2000-02-16,48.75,49.523438,48.09375,49.5,30.670984,1415733
ASML,2000-02-17,49.875,50.4375,48.421875,50.34375,31.193779,736267
ASML,2000-02-18,49.195313,49.945313,47.71875,47.71875,29.567287,860000
ASML,2000-02-22,48.28125,48.703125,47.15625,48.328125,29.944872,1061600
ASML,2000-02-23,50.015625,50.8125,49.3125,50.671875,31.397099,1166933
ASML,2000-02-24,50.53125,50.53125,48.503906,48.796875,30.235317,1175733
ASML,2000-02-25,48.9375,48.984375,45.984375,46.453125,28.7831,1994400
ASML,2000-02-28,46.875,47.625,46.3125,47.554688,29.465641,1492533
ASML,2000-02-29,47.8125,48.46875,47.484375,48.046875,29.770603,3111733
ASML,2000-03-01,51.257813,53.765625,50.53125,53.4375,33.110718,2200267
ASML,2000-03-02,53.8125,54.28125,52.21875,53.0625,32.878372,776533
ASML,2000-03-03,55.007813,56.53125,54.1875,56.367188,34.92601,912267
ASML,2000-03-06,51.984375,54.46875,51.773438,53.34375,33.052631,1756000
ASML,2000-03-07,53.320313,53.71875,51.375,51.46875,31.89085,621600
ASML,2000-03-08,51.585938,51.726563,48.84375,49.78125,30.845255,1302667
ASML,2000-03-09,50.53125,51.84375,50.0625,51.515625,31.919899,1772800
ASML,2000-03-10,55.78125,56.4375,54.84375,56.226563,34.83886,1068267
ASML,2000-03-13,53.25,54.5625,52.5,53.671875,33.255939,1366400
ASML,2000-03-14,55.359375,55.382813,51.890625,51.914063,32.166767,1167200
ASML,2000-03-15,52.148438,52.3125,48.585938,49.03125,30.380539,1506400
ASML,2000-03-16,49.125,49.875,46.054688,49.59375,30.729071,1931467
ASML,2000-03-17,50.625,51.65625,49.5,51.46875,31.89085,1176800
ASML,2000-03-20,52.5,52.921875,50.578125,51.1875,31.716589,1033867
ASML,2000-03-21,47.859375,49.3125,46.453125,48.5625,30.090092,1178400
ASML,2000-03-22,47.578125,49.59375,47.109375,49.59375,30.729071,1494133
ASML,2000-03-23,49.101563,51.5625,48.84375,50.4375,31.251873,2030133
ASML,2000-03-24,51.140625,52.125,48.75,49.476563,30.656467,2329333
ASML,2000-03-27,51.09375,51.820313,50.015625,51.328125,31.803724,932000
ASML,2000-03-28,51.796875,52.03125,50.578125,50.765625,31.455183,1029067
ASML,2000-03-29,49.3125,49.5,43.5,43.6875,27.069468,5864800
ASML,2000-03-30,43.125,44.414063,39.984375,41.367188,25.631767,3482933
ASML,2000-03-31,41.90625,42.609375,40.078125,41.90625,25.96578,2518933
ASML,2000-04-03,40.828125,41.015625,36.5625,37.5,23.235596,4462933
ASML,2000-04-04,39.164063,41.15625,36.46875,40.21875,24.920174,8395200
ASML,2000-04-05,40.101563,45.140625,39.984375,44.625,27.650354,2733333
ASML,2000-04-06,45.65625,50.578125,45.1875,49.03125,30.380539,3948533
ASML,2000-04-07,49.242188,49.40625,47.484375,48.703125,30.177227,1429600
ASML,2000-04-10,47.296875,48.328125,45.234375,45.257813,28.042456,1209067
ASML,2000-04-11,44.191406,46.03125,43.59375,43.992188,27.258249,1792267
ASML,2000-04-12,43.78125,43.992188,40.78125,40.78125,25.268713,2257867
ASML,2000-04-13,42.28125,43.96875,40.5,40.822266,25.294123,3374400
ASML,2000-04-14,40.734375,40.875,35.859375,36.351563,22.524002,2820533
ASML,2000-04-17,38.53125,40.5,36.84375,39.375,24.397373,2007733
ASML,2000-04-18,40.851563,43.3125,39.9375,43.03125,26.662844,1616711
ASML,2000-04-19,44.15625,44.15625,41.625,42.257813,26.183611,742933
ASML,2000-04-20,42.046875,42.75,40.992188,42.046875,26.052912,220978
ASML,2000-04-24,40.21875,41.34375,36.5625,37.617188,23.308212,1262933
ASML,2000-04-25,40.359375,41.765625,38.882813,41.625,25.791506,1162489
ASML,2000-04-26,41.90625,42.609375,41.0625,41.132813,25.486547,743822
ASML,2000-04-27,39.375,42.890625,38.109375,42.398438,26.270744,1000622
ASML,2000-04-28,43.382813,45.492188,42.609375,45.0,27.882713,915022
ASML,2000-05-01,44.71875,46.265625,43.171875,45.0,27.882713,705422
ASML,2000-05-02,46.265625,47.25,44.701172,44.71875,27.708447,1029600
ASML,2000-05-03,45.0,45.210938,43.03125,43.59375,27.011377,598133
ASML,2000-05-04,44.015625,44.015625,42.46875,42.890625,26.575712,664800
ASML,2000-05-05,43.171875,45.140625,42.75,44.648438,27.664879,485422
ASML,2000-05-08,43.3125,43.804688,39.691406,39.796875,24.65877,2078311
ASML,2000-05-09,40.570313,40.640625,37.195313,38.53125,23.874569,1959822
ASML,2000-05-10,39.304688,39.304688,36.28125,36.351563,22.524002,1772178
ASML,2000-05-11,38.8125,39.65625,36.28125,37.054688,22.959669,2854756
ASML,2000-05-12,39.515625,39.9375,38.953125,39.585938,24.528076,1879556
ASML,2000-05-15,40.21875,41.695313,39.234375,41.625,25.791506,788978
ASML,2000-05-16,42.609375,44.296875,42.328125,43.3125,26.837112,1000800
ASML,2000-05-17,42.398438,42.820313,41.625,42.609375,26.401443,756800
ASML,2000-05-18,42.925781,43.875,42.890625,43.171875,26.749977,960622
ASML,2000-05-19,41.90625,41.90625,39.09375,39.796875,24.65877,1024711
ASML,2000-05-22,38.25,39.726563,34.875,36.84375,22.828968,2031911
ASML,2000-05-23,38.039063,38.671875,36.140625,36.140625,22.393303,1420178
ASML,2000-05-24,36.949219,37.335938,34.101563,37.335938,23.133934,2258400
ASML,2000-05-25,37.96875,40.078125,36.703125,36.984375,22.9161,1149067
ASML,2000-05-26,38.953125,40.78125,38.671875,40.007813,24.789473,1098311
ASML,2000-05-30,40.359375,41.695313,39.867188,40.992188,25.399416,832978
ASML,2000-05-31,40.78125,41.90625,39.515625,40.007813,24.789473,795733
ASML,2000-06-01,41.167969,45.0,40.78125,44.859375,27.795572,1796444
ASML,2000-06-02,46.125,48.515625,46.125,48.304688,29.930347,1719111
ASML,2000-06-05,45.914063,47.109375,45.070313,46.335938,28.710484,771378
ASML,2000-06-06,46.757813,47.25,44.71875,45.070313,27.926279,1094844
ASML,2000-06-07,41.695313,43.734375,41.34375,43.171875,26.749977,1507911
ASML,2000-06-08,46.125,46.40625,44.296875,45.0,27.882713,752711
ASML,2000-06-09,46.96875,48.164063,46.6875,48.164063,29.843212,798667
ASML,2000-06-12,47.53125,48.164063,45.5625,46.054688,28.536219,1027556
ASML,2000-06-13,45.84375,46.40625,45.28125,46.265625,28.666903,489244
ASML,2000-06-14,46.828125,46.828125,44.4375,44.859375,27.795572,793422
ASML,2000-06-15,43.59375,44.71875,42.609375,43.734375,27.098511,1190667
ASML,2000-06-16,44.789063,45.28125,44.226563,44.859375,27.795572,7227111
ASML,2000-06-19,44.859375,45.84375,43.734375,45.773438,28.361952,2052267
ASML,2000-06-20,47.460938,48.796875,47.390625,48.375,29.973917,1889867
ASML,2000-06-21,49.359375,50.132813,48.515625,49.5,30.670984,2366044
ASML,2000-06-22,50.695313,51.046875,48.9375,49.078125,30.409588,1647733
ASML,2000-06-23,50.34375,50.90625,48.164063,48.65625,30.14818,570667
ASML,2000-06-26,48.867188,48.9375,48.164063,48.375,29.973917,708711
ASML,2000-06-27,50.554688,51.046875,49.359375,49.78125,30.845255,1933689
ASML,2000-06-28,50.589844,51.328125,50.203125,50.414063,31.237352,1442933
ASML,2000-06-29,48.796875,48.9375,45.984375,47.882813,29.668943,2392444
ASML,2000-06-30,49.078125,49.640625,48.726563,49.640625,30.75812,913511
ASML,2000-07-03,47.53125,48.09375,47.25,47.882813,29.668943,464356
ASML,2000-07-05,45.84375,45.84375,43.3125,43.523438,26.967817,1645600
ASML,2000-07-06,45.703125,45.984375,44.789063,45.421875,28.144114,2522133
ASML,2000-07-07,47.53125,47.953125,46.898438,47.742188,29.581821,1467644
ASML,2000-07-10,48.65625,49.851563,47.8125,48.867188,30.278877,835467
ASML,2000-07-11,48.867188,50.0625,47.671875,48.375,29.973917,2476267
ASML,2000-07-12,49.341797,49.921875,48.09375,49.640625,30.75812,675556
ASML,2000-07-13,50.0625,50.0625,49.078125,49.5,30.670984,1391644
ASML,2000-07-14,51.46875,51.890625,50.90625,51.609375,31.977993,1114844
ASML,2000-07-17,52.59375,53.4375,51.960938,52.875,32.762188,1340800
ASML,2000-07-18,51.1875,51.328125,50.0625,50.273438,31.150215,621333
ASML,2000-07-19,48.375,49.5,48.09375,48.65625,30.14818,680533
ASML,2000-07-20,48.023438,49.992188,47.953125,49.78125,30.845255,1828267
ASML,2000-07-21,50.0625,50.238281,49.148438,49.5,30.670984,2669778
ASML,2000-07-24,48.726563,48.726563,46.40625,47.109375,29.189713,745244
ASML,2000-07-25,49.253906,49.5,48.09375,48.796875,30.235317,379378
ASML,2000-07-26,48.832031,48.9375,47.109375,47.671875,29.538248,832800
ASML,2000-07-27,46.476563,46.476563,43.59375,43.875,27.185648,1205600
ASML,2000-07-28,44.15625,44.15625,41.34375,41.554688,25.747944,2021511
ASML,2000-07-31,43.242188,45.404297,42.46875,44.71875,27.708447,1265422
ASML,2000-08-01,44.71875,45.0,42.820313,43.083984,26.695522,868800
ASML,2000-08-02,41.90625,43.03125,41.835938,42.328125,26.227177,783467
ASML,2000-08-03,36.597656,38.671875,36.070313,38.25,23.700304,6191911
ASML,2000-08-04,39.867188,40.21875,38.179688,38.320313,23.74387,2315733
ASML,2000-08-07,38.109375,38.390625,37.828125,38.039063,23.569605,1799556
ASML,2000-08-08,37.476563,37.6875,36.421875,37.125,23.003237,931022
ASML,2000-08-09,39.867188,39.867188,37.96875,38.039063,23.569605,2294400
ASML,2000-08-10,39.128906,39.164063,37.6875,38.109375,23.613173,2963200
ASML,2000-08-11,38.460938,39.09375,37.828125,38.953125,24.135977,1512356
ASML,2000-08-14,40.21875,40.78125,39.445313,40.359375,25.007311,2915111
ASML,2000-08-15,40.992188,41.484375,40.5,41.273438,25.573681,1308711
ASML,2000-08-16,42.257813,42.609375,41.695313,42.117188,26.096472,676533
ASML,2000-08-17,43.523438,44.296875,43.171875,44.226563,27.403488,797867
ASML,2000-08-18,45.773438,46.125,45.0,45.5625,28.231245,1208533
ASML,2000-08-21,44.71875,45.140625,44.085938,44.4375,27.534176,971556
ASML,2000-08-22,45.070313,45.914063,45.070313,45.632813,28.274813,436178
ASML,2000-08-23,43.59375,45.914063,43.382813,45.632813,28.274813,616978
ASML,2000-08-24,46.546875,46.6875,45.84375,46.195313,28.623352,1208356
ASML,2000-08-25,45.720703,45.773438,43.945313,44.507813,27.577753,776978
ASML,2000-08-28,44.578125,44.578125,44.15625,44.4375,27.534176,481511
ASML,2000-08-29,43.804688,43.804688,43.453125,43.664063,27.054949,744178
ASML,2000-08-30,43.804688,43.804688,42.328125,42.539063,26.357876,1122489
ASML,2000-08-31,42.679688,43.03125,42.539063,42.890625,26.575712,2225333
ASML,2000-09-01,45.703125,46.6875,45.087891,46.054688,28.536219,1020089
ASML,2000-09-05,48.304688,48.375,45.984375,46.335938,28.710484,1980622
