symbol,date,open,high,low,close,adj close,volume
ASML,2000-09-06,44.578125,44.578125,42.609375,42.820313,26.532146,1050667
ASML,2000-09-07,42.539063,44.648438,42.029297,44.296875,27.447039,510578
ASML,2000-09-08,43.664063,43.664063,41.695313,41.90625,25.96578,372089
ASML,2000-09-11,41.34375,42.117188,40.851563,40.921875,25.355843,628711
ASML,2000-09-12,41.132813,42.1875,40.359375,40.359375,25.007311,454667
ASML,2000-09-13,38.953125,40.921875,38.8125,40.429688,25.050879,565778
ASML,2000-09-14,42.398438,42.46875,40.992188,41.203125,25.530109,605600
ASML,2000-09-15,41.0625,41.273438,38.953125,39.375,24.397373,669333
ASML,2000-09-18,40.359375,40.359375,38.671875,38.8125,24.048841,697333
ASML,2000-09-19,38.847656,40.078125,38.25,39.726563,24.615198,1073422
ASML,2000-09-20,39.234375,39.304688,37.617188,39.023438,24.179537,917333
ASML,2000-09-21,38.179688,38.742188,37.546875,38.460938,23.831011,898667
ASML,2000-09-22,36.703125,37.96875,36.0,36.703125,22.741835,3087733
ASML,2000-09-25,38.707031,38.742188,36.28125,36.421875,22.567568,1309067
ASML,2000-09-26,36.457031,36.5625,35.4375,35.789063,22.175468,2061333
ASML,2000-09-27,36.984375,37.265625,35.859375,36.632813,22.698267,1515822
ASML,2000-09-28,35.929688,38.390625,35.71875,38.039063,23.569605,1503644
ASML,2000-09-29,37.265625,37.546875,36.140625,36.351563,22.524002,1471022
ASML,2000-10-02,34.523438,35.296875,32.90625,33.609375,20.8249,7997867
ASML,2000-10-03,35.15625,35.578125,34.59375,34.804688,21.565538,4386578
ASML,2000-10-04,35.964844,36.5625,35.226563,36.351563,22.524002,3428800
ASML,2000-10-05,37.177734,38.109375,36.703125,36.984375,22.9161,2196178
ASML,2000-10-06,35.085938,35.367188,33.46875,34.242188,21.216997,1963556
ASML,2000-10-09,33.609375,34.3125,32.484375,33.890625,20.999168,1277600
ASML,2000-10-10,33.117188,33.257813,30.515625,30.9375,19.169363,2758578
ASML,2000-10-11,29.601563,30.515625,28.828125,29.53125,18.298031,1629867
ASML,2000-10-12,30.445313,30.515625,28.195313,28.6875,17.775227,1393778
ASML,2000-10-13,30.585938,32.554688,30.234375,32.414063,20.084265,3303111
ASML,2000-10-16,33.046875,33.398438,30.796875,30.867188,19.125795,2493067
ASML,2000-10-17,29.601563,29.8125,25.664063,26.279297,16.283066,4426844
ASML,2000-10-18,24.46875,27.492188,23.414063,26.789063,16.598927,3500711
ASML,2000-10-19,28.898438,30.09375,28.40625,29.742188,18.42873,1542756
ASML,2000-10-20,29.109375,31.078125,28.96875,30.375,18.820827,1600533
ASML,2000-10-23,29.671875,31.148438,29.390625,30.9375,19.169363,1316356
ASML,2000-10-24,31.78125,31.921875,30.09375,30.445313,18.864401,1846667
ASML,2000-10-25,28.6875,29.390625,27.703125,27.914063,17.295996,1830933
ASML,2000-10-26,29.179688,30.164063,28.6875,30.09375,18.646561,1525067
ASML,2000-10-27,31.359375,31.78125,29.882813,30.09375,18.646561,1654044
ASML,2000-10-30,30.023438,30.023438,28.40625,29.601563,18.341599,1694133
ASML,2000-10-31,30.164063,31.640625,29.671875,31.289063,19.387197,1897956
ASML,2000-11-01,29.882813,31.289063,29.671875,30.726563,19.038664,1881333
ASML,2000-11-02,31.921875,32.0625,30.726563,31.429688,19.474335,1323200
ASML,2000-11-03,33.082031,33.117188,32.273438,32.625,20.214968,1452711
ASML,2000-11-06,33.1875,33.416016,32.625,32.835938,20.345667,3420444
ASML,2000-11-07,31.587891,31.78125,30.796875,30.796875,19.082232,2228800
ASML,2000-11-08,30.216797,30.234375,29.109375,29.109375,18.036627,1320978
ASML,2000-11-09,27.914063,29.039063,27.0,28.6875,17.775227,1034400
ASML,2000-11-10,25.875,27.28125,25.171875,25.382813,15.727592,6017333
ASML,2000-11-13,24.820313,27.28125,24.398438,26.226563,16.250393,1672622
ASML,2000-11-14,26.578125,27.351563,26.085938,27.351563,16.947462,1275644
ASML,2000-11-15,26.296875,28.125,26.226563,27.421875,16.99103,1409600
ASML,2000-11-16,25.03125,26.015625,25.03125,25.242188,15.640461,1113689
ASML,2000-11-17,24.609375,25.3125,24.46875,24.890625,15.422627,1173511
ASML,2000-11-20,22.851563,23.90625,22.640625,23.203125,14.377022,1717333
ASML,2000-11-21,22.886719,23.484375,21.9375,22.851563,14.159186,1596267
ASML,2000-11-22,22.21875,22.78125,21.726563,21.9375,13.592824,927289
ASML,2000-11-24,23.765625,24.328125,23.554688,24.1875,14.986959,358933
ASML,2000-11-27,25.734375,26.15625,24.46875,24.46875,15.161227,1324711
ASML,2000-11-28,23.625,24.046875,22.78125,22.851563,14.159186,1768533
ASML,2000-11-29,25.277344,25.453125,23.765625,24.257813,15.030522,1971733
ASML,2000-11-30,23.34375,23.695313,22.148438,22.992188,14.246321,2211200
ASML,2000-12-01,24.257813,25.03125,23.34375,23.625,14.638424,2265867
ASML,2000-12-04,23.589844,23.835938,22.921875,23.0625,14.28989,1757600
ASML,2000-12-05,24.609375,27.140625,24.539063,26.71875,16.555359,3873956
ASML,2000-12-06,28.476563,28.96875,26.789063,26.859375,16.642494,3129067
ASML,2000-12-07,26.578125,27.492188,25.453125,26.507813,16.424662,1844178
ASML,2000-12-08,28.300781,28.828125,27.914063,28.757813,17.8188,3897422
ASML,2000-12-11,29.882813,31.007813,29.390625,30.867188,19.125795,1957067
ASML,2000-12-12,30.515625,30.726563,29.390625,29.390625,18.210892,1462844
ASML,2000-12-13,27.703125,27.984375,26.859375,27.140625,16.816763,2567022
ASML,2000-12-14,26.455078,27.28125,25.945313,25.945313,16.076124,1095378
ASML,2000-12-15,25.59375,25.875,24.890625,25.171875,15.596889,584356
ASML,2000-12-18,24.75,25.3125,24.117188,24.117188,14.943391,1063556
ASML,2000-12-19,23.90625,26.15625,23.90625,24.117188,14.943391,826578
ASML,2000-12-20,24.046875,25.03125,22.921875,22.992188,14.246321,2261511
ASML,2000-12-21,24.117188,25.875,23.835938,24.539063,15.204794,1434756
ASML,2000-12-22,25.382813,26.4375,24.960938,26.015625,16.119696,505867
ASML,2000-12-26,25.875,26.367188,25.59375,26.296875,16.293964,246756
ASML,2000-12-27,25.277344,26.15625,24.890625,26.15625,16.206825,883289
ASML,2000-12-28,24.890625,26.015625,24.890625,26.015625,16.119696,637156
ASML,2000-12-29,25.875,25.910156,25.03125,25.382813,15.727592,572356
ASML,2004-01-02,23.00625,23.321251,22.860001,23.096251,14.310802,2842667
ASML,2004-01-05,23.2425,23.52375,23.040001,23.3325,14.457188,2765778
ASML,2004-01-06,23.557501,23.715,23.264999,23.56875,14.603568,1588444
ASML,2004-01-07,23.715,23.737499,23.3325,23.647499,14.652366,1874133
ASML,2004-01-08,24.671249,24.918751,24.299999,24.76125,15.342463,3271111
ASML,2004-01-09,24.918751,25.4475,24.682501,24.93,15.447022,3346756
ASML,2004-01-12,24.873751,25.155001,24.64875,25.110001,15.558553,2694578
ASML,2004-01-13,25.45875,25.50375,24.42375,24.60375,15.244875,3215289
ASML,2004-01-14,24.4575,24.783751,24.075001,24.51375,15.189105,4140800
ASML,2004-01-15,23.838751,24.3675,23.557501,23.9625,14.847545,5710933
ASML,2004-01-16,24.299999,24.626249,24.075001,24.48,15.168193,4117156
ASML,2004-01-20,24.75,24.975,24.299999,24.69375,15.300637,2164178
ASML,2004-01-21,24.0525,24.446251,23.61375,24.17625,14.979986,3752978
ASML,2004-01-22,23.805,23.9625,23.1975,23.29875,14.436274,2809956
ASML,2004-01-23,23.737499,23.782499,22.522499,22.77,14.108653,5946489
ASML,2004-01-26,23.0175,23.05125,22.477501,22.91625,14.199272,4542400
ASML,2004-01-27,22.9275,23.00625,22.387501,22.455,13.913474,4186489
ASML,2004-01-28,22.87125,22.950001,22.0275,22.106251,13.697384,3393600
ASML,2004-01-29,22.17375,22.275,21.47625,21.768749,13.488259,3491289
ASML,2004-01-30,21.8925,21.9375,21.577499,21.6675,13.425524,2384267
ASML,2004-02-02,21.959999,22.26375,21.47625,21.622499,13.397644,3411644
ASML,2004-02-03,21.768749,21.959999,21.375,21.56625,13.36279,4284800
ASML,2004-02-04,21.36375,21.36375,20.75625,20.846251,12.916666,3194667
ASML,2004-02-05,21.51,21.588751,21.172501,21.465,13.300056,2804444
ASML,2004-02-06,21.903749,22.69125,21.83625,22.545,13.969242,2114489
ASML,2004-02-09,22.8375,22.848749,22.1175,22.21875,13.767088,2139822
ASML,2004-02-10,22.106251,22.23,21.915001,22.1625,13.732235,1882578
ASML,2004-02-11,22.275,22.567499,21.9825,22.48875,13.934384,3745956
ASML,2004-02-12,22.477501,22.55625,21.94875,21.9825,13.620707,1843644
ASML,2004-02-13,22.365,22.432501,21.74625,21.959999,13.606767,2999822
ASML,2004-02-17,23.00625,23.52375,22.938749,23.34375,14.46416,4169600
ASML,2004-02-18,23.4,23.49,22.78125,22.848749,14.157448,3202311
ASML,2004-02-19,24.17625,24.17625,22.8825,22.8825,14.178358,4880000
ASML,2004-02-20,22.51125,22.612499,21.8925,22.139999,13.718296,4288978
ASML,2004-02-23,22.184999,22.23,21.18375,21.487499,13.313996,3251556
ASML,2004-02-24,20.9925,21.375,20.66625,21.014999,13.021224,4219289
ASML,2004-02-25,21.105,21.375,20.7675,21.31875,13.209434,3111644
ASML,2004-02-26,21.116249,21.375,20.8125,21.04875,13.04214,3020533
ASML,2004-02-27,21.161249,21.33,20.418751,20.5425,12.728457,3761156
ASML,2004-03-01,20.5875,21.059999,20.463751,20.9925,13.007285,2785600
ASML,2004-03-02,21.408751,21.56625,20.924999,20.936251,12.972434,3160889
ASML,2004-03-03,20.981251,21.18375,20.71125,21.059999,13.049109,2399289
ASML,2004-03-04,21.059999,21.6,20.981251,21.56625,13.36279,2371022
ASML,2004-03-05,21.341249,21.903749,21.24,21.56625,13.36279,3421422
ASML,2004-03-08,21.498751,21.8025,20.924999,21.026251,13.0282,5839911
ASML,2004-03-09,20.71125,20.82375,20.16,20.5875,12.756344,3450844
ASML,2004-03-10,20.57625,20.71125,20.07,20.19375,12.512367,2831022
ASML,2004-03-11,19.991249,20.30625,19.608749,19.6875,12.198687,3060178
ASML,2004-03-12,20.081249,20.328751,19.811251,20.216249,12.526306,1699467
ASML,2004-03-15,19.69875,19.7775,18.97875,18.99,11.766504,2799200
ASML,2004-03-16,19.69875,19.7325,19.282499,19.67625,12.191717,2922044
ASML,2004-03-17,19.92375,20.39625,19.799999,20.283751,12.568133,3121867
ASML,2004-03-18,20.036249,20.25,19.5525,20.036249,12.414777,3198400
ASML,2004-03-19,19.31625,19.575001,18.731251,18.9,11.710742,3699556
ASML,2004-03-22,18.438749,18.686251,18.18,18.540001,11.487681,2678133
ASML,2004-03-23,19.001249,19.158751,18.629999,18.821251,11.661946,2739911
ASML,2004-03-24,18.719999,19.293751,18.641251,19.125,11.850152,4863733
ASML,2004-03-25,19.754999,20.35125,19.6875,20.30625,12.582074,3624356
ASML,2004-03-26,20.26125,20.452499,20.05875,20.30625,12.582074,3185067
ASML,2004-03-29,20.565001,20.9025,20.497499,20.6775,12.812105,2570756
ASML,2004-03-30,20.25,20.655001,20.05875,20.463751,12.679662,4092533
ASML,2004-03-31,20.790001,21.026251,20.5425,20.62125,12.777254,1897689
ASML,2004-04-01,20.745001,21.22875,20.62125,21.0375,13.035169,1739200
ASML,2004-04-02,21.487499,21.915001,21.31875,21.79125,13.502206,2780089
ASML,2004-04-05,21.498751,21.8925,21.307501,21.7575,13.48129,2129689
ASML,2004-04-06,21.206249,21.375,21.00375,21.24,13.160637,4127200
ASML,2004-04-07,21.18375,21.375,20.700001,21.13875,13.097903,4647733
ASML,2004-04-08,21.18375,21.36375,20.7675,20.91375,12.958489,3264356
ASML,2004-04-12,20.7675,21.352501,20.7675,21.262501,13.174585,1637867
ASML,2004-04-13,21.285,21.397499,20.95875,21.059999,13.049109,2641867
ASML,2004-04-14,20.328751,20.7225,20.328751,20.565001,12.742399,2346222
ASML,2004-04-15,20.137501,20.295,19.26,19.45125,12.052301,5033244
ASML,2004-04-16,19.721251,19.901251,19.192499,19.766251,12.247483,5350311
ASML,2004-04-19,19.9125,20.171249,19.6875,20.171249,12.498427,1674933
ASML,2004-04-20,20.182501,20.227501,19.293751,19.428749,12.038359,2607644
ASML,2004-04-21,19.237499,19.58625,18.911249,19.035,11.794389,5208533
ASML,2004-04-22,18.674999,18.9,17.6625,18.7425,11.613147,5530844
ASML,2004-04-23,19.18125,19.203751,18.6975,19.001249,11.773472,2782578
ASML,2004-04-26,19.395,19.440001,18.57375,18.70875,11.592237,3859911
ASML,2004-04-27,18.911249,19.102501,18.629999,18.776251,11.634063,3996178
ASML,2004-04-28,18.41625,18.596251,18.0,18.05625,11.187941,3264978
ASML,2004-04-29,17.775,17.932501,17.24625,17.4825,10.832433,5404533
ASML,2004-04-30,17.76375,17.89875,17.325001,17.516251,10.85335,2857689
ASML,2004-05-03,17.887501,18.32625,17.516251,17.842501,11.055495,4480711
ASML,2004-05-04,18.05625,18.57375,17.94375,18.23625,11.29947,3645778
ASML,2004-05-05,18.3375,18.528749,18.225,18.303749,11.34129,3731556
ASML,2004-05-06,17.842501,18.033751,16.233749,17.561251,10.88123,4689778
ASML,2004-05-07,17.459999,17.89875,17.370001,17.44875,10.811522,3456000
ASML,2004-05-10,17.15625,17.33625,16.807501,17.145,10.623314,2240178
ASML,2004-05-11,17.549999,17.865,17.370001,17.82,11.041553,2836800
ASML,2004-05-12,17.4375,17.53875,16.852501,17.4375,10.80455,3102133
ASML,2004-05-13,17.2125,17.786249,17.178749,17.49375,10.839404,3251378
ASML,2004-05-14,17.684999,17.76375,17.223749,17.268749,10.699991,3111822
ASML,2004-05-17,16.987499,17.415001,16.762501,17.055,10.567549,1823644
ASML,2004-05-18,17.2575,17.684999,17.24625,17.44875,10.811522,1835378
ASML,2004-05-19,18.078751,18.315001,17.741249,17.741249,10.992755,2727911
ASML,2004-05-20,17.741249,17.797501,17.3925,17.594999,10.90214,1447556
ASML,2004-05-21,18.067499,18.09,17.6175,17.85375,11.062464,1261689
ASML,2004-05-24,18.168751,18.258751,17.887501,18.157499,11.250673,1406933
ASML,2004-05-25,18.123751,18.776251,18.022499,18.776251,11.634063,1800178
ASML,2004-05-26,18.61875,19.057501,18.3375,18.9,11.710742,2824711
ASML,2004-05-27,19.192499,19.74375,19.17,19.5975,12.142921,3864178
